#SEED: 0.298347455682233
SAT0,77.21996468087272,-121.54469762995268,533.9783525171698
SAT1,-9.34709551741841,-21.797246282266627,374.47819125352027
SAT2,-48.46558460837914,-57.304484194507936,542.3798292502817
SAT3,24.84533841143751,34.907402738750704,454.9196286518278
SAT4,44.57276177071424,-179.86612452450615,487.7829288121046
SAT5,-27.84935377771555,-26.8977008207857,483.13238840168776
SAT6,-5.87606585154397,13.855515759124415,636.4847207271372
SAT7,-53.54715357795285,84.17302924729131,654.008725641987
SAT8,-75.37156204127591,78.32566017997186,305.14660541355676
SAT9,-56.19171470078446,1.8324949581937346,607.6237800802348
SAT10,70.89776574553974,-56.050766049404444,456.70067898332485
SAT11,-18.44312814647047,-101.04340606080315,363.1257835061765
SAT12,41.061907683276644,59.591571662296644,612.89580582868
SAT13,23.02804815624563,-151.88966551811052,488.69146853771883
SAT14,12.29280202697639,-126.93918574060581,396.4293389988546
SAT15,38.09020219157165,146.2421659574312,438.989684542149
SAT16,-42.32355605830607,-103.74057689925324,428.5908526521387
SAT17,-83.16402699306501,-81.41215457120772,522.9833834384497
SAT18,60.73623646953865,107.96527470914566,653.9606090664602
SAT19,-30.05563592261749,131.4692117675695,533.518563392901
ROUTE,65.61936830389962,-87.04717726783417,-39.36048382231909,-128.98334341585002
