#SEED: 0.9029267716687173
SAT0,-43.34941184761959,-146.2497943269677,603.5450001834515
SAT1,39.774111853407675,131.5040805383128,668.1602336210681
SAT2,-24.015108115644466,26.514618405642295,435.5154709995518
SAT3,15.335734423407416,-150.2854845597897,351.9153970291922
SAT4,-46.343850466832905,74.21504878411753,361.3939151297187
SAT5,-85.25167792229679,50.41400513077238,633.1594605938508
SAT6,-2.292568428284895,85.75851579273154,360.3758728036844
SAT7,-21.035869022906454,144.60042460897284,675.8544817620611
SAT8,-18.3889465410861,-43.51444726859921,353.1649475221685
SAT9,19.33808842156006,111.78104235471693,476.21541329161687
SAT10,73.70167545161479,46.35821929978948,536.0375055848391
SAT11,-4.888969969978987,-26.215672992306907,321.50576413092955
SAT12,-18.289011916829907,127.15656034525927,499.3475536133999
SAT13,14.365206308022806,27.857423532309895,445.67475525241434
SAT14,48.34172695019663,115.43131056824876,554.0946060539467
SAT15,44.747436644571934,-162.14366808284808,422.97673942617257
SAT16,7.530130321513155,-23.79022475328759,476.3997174880876
SAT17,-19.433023918490974,59.0838050339143,306.6916779754376
SAT18,-3.6250190126540645,106.6145086073933,675.1392625964539
SAT19,-8.042205898741855,-58.6430514985977,594.0083995800936
ROUTE,-77.14146828178646,-109.8383008960909,24.379752717015023,21.36512650010232
